center,region,band_id,wn_start,wn_end,wn_peak,score_mean_f,score_max_f,score_sum_f,n_features_in_band,n_samples,strategy,weighted_score,center_weight
2900,overall,4,2620.798828,2660.577148,2657.132813,4.8312526985372335,10.580301351097406,227.06887683124998,47,118,h1_router_fb_cortex_striatum,4.124579634327465,0.853728813559322
2900,overall,0,2460.719727,2500.15918,2494.800781,3.7936447101815425,7.847180376886387,170.7140119581694,45,118,h1_router_fb_cortex_striatum,3.238743797488886,0.853728813559322
1500,overall,13,1451.255859,1489.476563,1478.887695,18.867438743269606,31.433806523612414,698.0952335009754,37,118,h1_router_fb_cortex_striatum,2.75976265007486,0.146271186440678
2900,overall,19,3220.75293,3260.597656,3238.84375,2.20775890819237,4.177759874220904,119.21898104238797,54,118,h1_router_fb_cortex_striatum,1.884827393316096,0.853728813559322
2900,overall,3,2581.532227,2619.929688,2583.285156,1.929727389919245,4.6190634973678115,86.83773254636603,45,118,h1_router_fb_cortex_striatum,1.647463875088684,0.853728813559322
2900,overall,18,3181.285156,3219.99707,3219.99707,1.7772937190663074,3.716780459879948,92.41927339144799,52,118,h1_router_fb_cortex_striatum,1.5173268581249135,0.853728813559322
1500,overall,12,1410.613281,1450.19043,1440.59082,8.905147376612762,23.676286354517558,338.39560031128497,38,118,h1_router_fb_cortex_striatum,1.3025664722062398,0.146271186440678
1500,overall,14,1490.535156,1529.526367,1490.535156,6.729983587990103,23.455965876769152,255.73937634362392,38,118,h1_router_fb_cortex_striatum,0.9844026841416034,0.146271186440678
1500,overall,9,1291.183594,1329.474609,1291.183594,5.9681559145979675,21.549284010324183,214.85361292552682,36,118,h1_router_fb_cortex_striatum,0.8729692464911943,0.146271186440678
1500,overall,8,1250.40332,1290.084961,1290.084961,5.475016287964314,20.73668980262372,202.5756026546796,37,118,h1_router_fb_cortex_striatum,0.8008371282225769,0.146271186440678
1500,overall,4,1090.962891,1129.568359,1127.304688,5.420698642432527,15.283553786488257,189.72445248513847,35,118,h1_router_fb_cortex_striatum,0.7928920217659783,0.146271186440678
1500,overall,18,1650.983398,1689.845703,1682.708008,4.621857455639834,9.453189634690515,180.25244076995352,39,118,h1_router_fb_cortex_striatum,0.6760445735961317,0.146271186440678
1500,overall,2,1010.616211,1049.787109,1012.928711,4.503264443541804,15.55122170446115,157.61425552396312,35,118,h1_router_fb_cortex_striatum,0.6586978330129792,0.146271186440678
