center,region,wn,score_f,n_samples
1500,cerebellum,1229.34082,4.590421122063105,28
1500,cerebellum,1230.451172,4.00312781827111,28
1500,cerebellum,1231.561523,1.8564793840966256,28
1500,cerebellum,1232.671875,0.361895190590506,28
1500,cerebellum,1233.782227,1.17327510312022,28
1500,cerebellum,1234.891602,1.6258592300868102,28
1500,cerebellum,1236.000977,1.5108088722439998,28
1500,cerebellum,1237.110352,0.16936184296547518,28
1500,cerebellum,1238.219727,0.1522968794531482,28
1500,cerebellum,1239.328125,0.16683367255703352,28
1500,cerebellum,1240.436523,0.11965507152179897,28
1500,cerebellum,1241.544922,0.04780955722259743,28
1500,cerebellum,1242.65332,0.03977266892640323,28
1500,cerebellum,1243.760742,0.20204846462154902,28
1500,cerebellum,1244.868164,0.19336670427918862,28
1500,cerebellum,1245.975586,0.2515715080929675,28
1500,cerebellum,1247.083008,0.18775141815950583,28
1500,cerebellum,1248.19043,0.08842199173040528,28
1500,cerebellum,1249.296875,2.135280619280905,28
1500,cerebellum,1250.40332,4.6890829520239325,28
1500,cerebellum,1251.509766,4.539890986163147,28
1500,cerebellum,1252.615234,4.458264841083461,28
1500,cerebellum,1253.72168,4.473023089910331,28
1500,cerebellum,1254.827148,4.430109661276538,28
1500,cerebellum,1255.932617,4.384621724387195,28
1500,cerebellum,1257.037109,4.250885296821568,28
1500,cerebellum,1258.142578,3.5753663536469764,28
1500,cerebellum,1259.24707,2.607406444464437,28
1500,cerebellum,1260.351563,3.238937843718,28
1500,cerebellum,1261.456055,2.535948987428431,28
1500,cerebellum,1262.55957,1.9654964286270544,28
1500,cerebellum,1263.663086,1.8259588906419224,28
1500,cerebellum,1264.766602,2.144929558248708,28
1500,cerebellum,1265.870117,2.0909575027069907,28
1500,cerebellum,1266.973633,1.9174239869934568,28
1500,cerebellum,1268.076172,1.994645103506525,28
1500,cerebellum,1269.178711,1.708101451225574,28
1500,cerebellum,1270.28125,1.3902585546321578,28
1500,cerebellum,1271.382813,1.0193381494933826,28
1500,cerebellum,1272.485352,1.082767967745697,28
1500,cerebellum,1273.586914,1.4302104205343709,28
1500,cerebellum,1274.688477,1.6443303442142003,28
1500,cerebellum,1275.790039,2.195991777102777,28
1500,cerebellum,1276.890625,2.5266187381185374,28
1500,cerebellum,1277.991211,2.5076753324237724,28
1500,cerebellum,1279.091797,2.502449802812114,28
1500,cerebellum,1280.192383,2.3537040071083672,28
1500,cerebellum,1281.291992,1.8794294287412792,28
1500,cerebellum,1282.392578,1.0539352917856297,28
1500,cerebellum,1283.492188,2.408750882046537,28
1500,cerebellum,1284.591797,2.973003758276984,28
1500,cerebellum,1285.69043,2.8851747149201934,28
1500,cerebellum,1286.790039,2.4434342001336815,28
1500,cerebellum,1287.888672,1.3746143380452778,28
1500,cerebellum,1288.987305,2.400423122832284,28
1500,cerebellum,1290.084961,7.107639288696237,28
1500,cerebellum,1291.183594,14.227194425834652,28
