holdout_control,holdout_endo,holdout_exo,strategy,macro_f1,balanced_accuracy,accuracy
mk1,mend2b,mexo2a,h1_fallback_proxy_top1_top1_a017,1.0,1.0,1.0
mk1,mend2b,mexo2a,h1_primary_proxy_top3_top4_a007,0.47826086956521735,0.6111111111111112,0.5666666666666667
mk1,mend2b,mexo2a,h1_router_fb_cerebellum,0.47826086956521735,0.6111111111111112,0.5666666666666667
mk1,mend2b,mexo2a,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk1,mend2b,mexo2b,h1_fallback_proxy_top1_top1_a017,0.9440559440559441,0.9444444444444445,0.9333333333333333
mk1,mend2b,mexo2b,h1_primary_proxy_top3_top4_a007,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk1,mend2b,mexo2b,h1_router_fb_cerebellum,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk1,mend2b,mexo2b,h1_router_fb_cortex_striatum,0.9440559440559441,0.9444444444444445,0.9333333333333333
mk1,mend2b,mexo3,h1_fallback_proxy_top1_top1_a017,0.6103896103896104,0.7222222222222222,0.6666666666666666
mk1,mend2b,mexo3,h1_primary_proxy_top3_top4_a007,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk1,mend2b,mexo3,h1_router_fb_cerebellum,0.580952380952381,0.6666666666666666,0.6333333333333333
mk1,mend2b,mexo3,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk1,mend3,mexo1,h1_fallback_proxy_top1_top1_a017,0.38888888888888884,0.4444444444444444,0.4444444444444444
mk1,mend3,mexo1,h1_primary_proxy_top3_top4_a007,0.47385620915032683,0.5555555555555556,0.5555555555555556
mk1,mend3,mexo1,h1_router_fb_cerebellum,0.47385620915032683,0.5555555555555556,0.5555555555555556
mk1,mend3,mexo1,h1_router_fb_cortex_striatum,0.38888888888888884,0.4444444444444444,0.4444444444444444
mk1,mend3,mexo2a,h1_fallback_proxy_top1_top1_a017,0.5555555555555555,0.6666666666666666,0.75
mk1,mend3,mexo2a,h1_primary_proxy_top3_top4_a007,0.1149425287356322,0.2777777777777778,0.20833333333333334
mk1,mend3,mexo2a,h1_router_fb_cerebellum,0.1149425287356322,0.2777777777777778,0.20833333333333334
mk1,mend3,mexo2a,h1_router_fb_cortex_striatum,0.5555555555555555,0.6666666666666666,0.75
mk1,mend3,mexo2b,h1_fallback_proxy_top1_top1_a017,0.5252525252525252,0.6111111111111112,0.6666666666666666
mk1,mend3,mexo2b,h1_primary_proxy_top3_top4_a007,0.516078431372549,0.6111111111111112,0.7083333333333334
mk1,mend3,mexo2b,h1_router_fb_cerebellum,0.516078431372549,0.6111111111111112,0.7083333333333334
mk1,mend3,mexo2b,h1_router_fb_cortex_striatum,0.5252525252525252,0.6111111111111112,0.6666666666666666
mk1,mend3,mexo3,h1_fallback_proxy_top1_top1_a017,0.23809523809523805,0.3888888888888889,0.3333333333333333
mk1,mend3,mexo3,h1_primary_proxy_top3_top4_a007,0.516078431372549,0.6111111111111112,0.7083333333333334
mk1,mend3,mexo3,h1_router_fb_cerebellum,0.2123456790123457,0.3333333333333333,0.2916666666666667
mk1,mend3,mexo3,h1_router_fb_cortex_striatum,0.5555555555555555,0.6666666666666666,0.75
mk2a,mend1,mexo1,h1_fallback_proxy_top1_top1_a017,0.5634920634920635,0.5555555555555555,0.6666666666666666
mk2a,mend1,mexo1,h1_primary_proxy_top3_top4_a007,0.7368927368927368,0.7222222222222222,0.7916666666666666
mk2a,mend1,mexo1,h1_router_fb_cerebellum,0.7368927368927368,0.7222222222222222,0.7916666666666666
mk2a,mend1,mexo1,h1_router_fb_cortex_striatum,0.5634920634920635,0.5555555555555555,0.6666666666666666
mk2a,mend1,mexo2a,h1_fallback_proxy_top1_top1_a017,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2a,mend1,mexo2a,h1_primary_proxy_top3_top4_a007,0.3666666666666667,0.4444444444444444,0.4666666666666667
mk2a,mend1,mexo2a,h1_router_fb_cerebellum,0.3666666666666667,0.4444444444444444,0.4666666666666667
mk2a,mend1,mexo2a,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2a,mend1,mexo2b,h1_fallback_proxy_top1_top1_a017,0.7220779220779221,0.7222222222222222,0.8
mk2a,mend1,mexo2b,h1_primary_proxy_top3_top4_a007,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2a,mend1,mexo2b,h1_router_fb_cerebellum,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2a,mend1,mexo2b,h1_router_fb_cortex_striatum,0.7220779220779221,0.7222222222222222,0.8
mk2a,mend1,mexo3,h1_fallback_proxy_top1_top1_a017,0.4724310776942356,0.5,0.5333333333333333
mk2a,mend1,mexo3,h1_primary_proxy_top3_top4_a007,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2a,mend1,mexo3,h1_router_fb_cerebellum,0.4724310776942356,0.5,0.5333333333333333
mk2a,mend1,mexo3,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2a,mend2a,mexo1,h1_fallback_proxy_top1_top1_a017,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2a,mend2a,mexo1,h1_primary_proxy_top3_top4_a007,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2a,mend2a,mexo1,h1_router_fb_cerebellum,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2a,mend2a,mexo1,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2a,mend2a,mexo2a,h1_fallback_proxy_top1_top1_a017,1.0,1.0,1.0
mk2a,mend2a,mexo2a,h1_primary_proxy_top3_top4_a007,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2a,mend2a,mexo2a,h1_router_fb_cerebellum,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2a,mend2a,mexo2a,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2a,mend2a,mexo2b,h1_fallback_proxy_top1_top1_a017,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2a,mend2a,mexo2b,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2a,mend2a,mexo2b,h1_router_fb_cerebellum,1.0,1.0,1.0
mk2a,mend2a,mexo2b,h1_router_fb_cortex_striatum,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2a,mend2a,mexo3,h1_fallback_proxy_top1_top1_a017,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2a,mend2a,mexo3,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2a,mend2a,mexo3,h1_router_fb_cerebellum,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2a,mend2a,mexo3,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2a,mend2b,mexo1,h1_fallback_proxy_top1_top1_a017,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2a,mend2b,mexo1,h1_primary_proxy_top3_top4_a007,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2a,mend2b,mexo1,h1_router_fb_cerebellum,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2a,mend2b,mexo1,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2a,mend2b,mexo2a,h1_fallback_proxy_top1_top1_a017,1.0,1.0,1.0
mk2a,mend2b,mexo2a,h1_primary_proxy_top3_top4_a007,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2a,mend2b,mexo2a,h1_router_fb_cerebellum,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2a,mend2b,mexo2a,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2a,mend2b,mexo2b,h1_fallback_proxy_top1_top1_a017,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2a,mend2b,mexo2b,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2a,mend2b,mexo2b,h1_router_fb_cerebellum,1.0,1.0,1.0
mk2a,mend2b,mexo2b,h1_router_fb_cortex_striatum,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2a,mend2b,mexo3,h1_fallback_proxy_top1_top1_a017,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2a,mend2b,mexo3,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2a,mend2b,mexo3,h1_router_fb_cerebellum,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2a,mend2b,mexo3,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2a,mend3,mexo1,h1_fallback_proxy_top1_top1_a017,0.43333333333333335,0.4444444444444444,0.5833333333333334
mk2a,mend3,mexo1,h1_primary_proxy_top3_top4_a007,0.5696969696969697,0.6111111111111112,0.7083333333333334
mk2a,mend3,mexo1,h1_router_fb_cerebellum,0.5696969696969697,0.6111111111111112,0.7083333333333334
mk2a,mend3,mexo1,h1_router_fb_cortex_striatum,0.43333333333333335,0.4444444444444444,0.5833333333333334
mk2a,mend3,mexo2a,h1_fallback_proxy_top1_top1_a017,0.6,0.6666666666666666,0.8
mk2a,mend3,mexo2a,h1_primary_proxy_top3_top4_a007,0.19047619047619047,0.3333333333333333,0.4
mk2a,mend3,mexo2a,h1_router_fb_cerebellum,0.19047619047619047,0.3333333333333333,0.4
mk2a,mend3,mexo2a,h1_router_fb_cortex_striatum,0.6,0.6666666666666666,0.8
mk2a,mend3,mexo2b,h1_fallback_proxy_top1_top1_a017,0.5696969696969697,0.6111111111111112,0.7333333333333333
mk2a,mend3,mexo2b,h1_primary_proxy_top3_top4_a007,0.6,0.6666666666666666,0.8
mk2a,mend3,mexo2b,h1_router_fb_cerebellum,0.6,0.6666666666666666,0.8
mk2a,mend3,mexo2b,h1_router_fb_cortex_striatum,0.5696969696969697,0.6111111111111112,0.7333333333333333
mk2a,mend3,mexo3,h1_fallback_proxy_top1_top1_a017,0.29523809523809524,0.3888888888888889,0.4666666666666667
mk2a,mend3,mexo3,h1_primary_proxy_top3_top4_a007,0.6,0.6666666666666666,0.8
mk2a,mend3,mexo3,h1_router_fb_cerebellum,0.29523809523809524,0.3888888888888889,0.4666666666666667
mk2a,mend3,mexo3,h1_router_fb_cortex_striatum,0.6,0.6666666666666666,0.8
mk2b,mend1,mexo1,h1_fallback_proxy_top1_top1_a017,0.5634920634920635,0.5555555555555555,0.6666666666666666
mk2b,mend1,mexo1,h1_primary_proxy_top3_top4_a007,0.7368927368927368,0.7222222222222222,0.7916666666666666
mk2b,mend1,mexo1,h1_router_fb_cerebellum,0.7368927368927368,0.7222222222222222,0.7916666666666666
mk2b,mend1,mexo1,h1_router_fb_cortex_striatum,0.5634920634920635,0.5555555555555555,0.6666666666666666
mk2b,mend1,mexo2a,h1_fallback_proxy_top1_top1_a017,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2b,mend1,mexo2a,h1_primary_proxy_top3_top4_a007,0.3666666666666667,0.4444444444444444,0.4666666666666667
mk2b,mend1,mexo2a,h1_router_fb_cerebellum,0.3666666666666667,0.4444444444444444,0.4666666666666667
mk2b,mend1,mexo2a,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2b,mend1,mexo2b,h1_fallback_proxy_top1_top1_a017,0.7220779220779221,0.7222222222222222,0.8
mk2b,mend1,mexo2b,h1_primary_proxy_top3_top4_a007,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2b,mend1,mexo2b,h1_router_fb_cerebellum,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2b,mend1,mexo2b,h1_router_fb_cortex_striatum,0.7220779220779221,0.7222222222222222,0.8
mk2b,mend1,mexo3,h1_fallback_proxy_top1_top1_a017,0.4724310776942356,0.5,0.5333333333333333
mk2b,mend1,mexo3,h1_primary_proxy_top3_top4_a007,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2b,mend1,mexo3,h1_router_fb_cerebellum,0.4724310776942356,0.5,0.5333333333333333
mk2b,mend1,mexo3,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777777,0.8666666666666667
mk2b,mend2a,mexo1,h1_fallback_proxy_top1_top1_a017,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2b,mend2a,mexo1,h1_primary_proxy_top3_top4_a007,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2b,mend2a,mexo1,h1_router_fb_cerebellum,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2b,mend2a,mexo1,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2b,mend2a,mexo2a,h1_fallback_proxy_top1_top1_a017,1.0,1.0,1.0
mk2b,mend2a,mexo2a,h1_primary_proxy_top3_top4_a007,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2b,mend2a,mexo2a,h1_router_fb_cerebellum,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2b,mend2a,mexo2a,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2b,mend2a,mexo2b,h1_fallback_proxy_top1_top1_a017,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2b,mend2a,mexo2b,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2b,mend2a,mexo2b,h1_router_fb_cerebellum,1.0,1.0,1.0
mk2b,mend2a,mexo2b,h1_router_fb_cortex_striatum,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2b,mend2a,mexo3,h1_fallback_proxy_top1_top1_a017,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2b,mend2a,mexo3,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2b,mend2a,mexo3,h1_router_fb_cerebellum,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2b,mend2a,mexo3,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2b,mend2b,mexo1,h1_fallback_proxy_top1_top1_a017,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2b,mend2b,mexo1,h1_primary_proxy_top3_top4_a007,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2b,mend2b,mexo1,h1_router_fb_cerebellum,0.9563636363636364,0.9444444444444445,0.9666666666666667
mk2b,mend2b,mexo1,h1_router_fb_cortex_striatum,0.7857142857142857,0.7777777777777778,0.8666666666666667
mk2b,mend2b,mexo2a,h1_fallback_proxy_top1_top1_a017,1.0,1.0,1.0
mk2b,mend2b,mexo2a,h1_primary_proxy_top3_top4_a007,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2b,mend2b,mexo2a,h1_router_fb_cerebellum,0.5555555555555555,0.6666666666666666,0.6666666666666666
mk2b,mend2b,mexo2a,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2b,mend2b,mexo2b,h1_fallback_proxy_top1_top1_a017,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2b,mend2b,mexo2b,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2b,mend2b,mexo2b,h1_router_fb_cerebellum,1.0,1.0,1.0
mk2b,mend2b,mexo2b,h1_router_fb_cortex_striatum,0.9440559440559441,0.9444444444444445,0.9444444444444444
mk2b,mend2b,mexo3,h1_fallback_proxy_top1_top1_a017,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2b,mend2b,mexo3,h1_primary_proxy_top3_top4_a007,1.0,1.0,1.0
mk2b,mend2b,mexo3,h1_router_fb_cerebellum,0.6638655462184874,0.7222222222222222,0.7222222222222222
mk2b,mend2b,mexo3,h1_router_fb_cortex_striatum,1.0,1.0,1.0
mk2b,mend3,mexo1,h1_fallback_proxy_top1_top1_a017,0.43333333333333335,0.4444444444444444,0.5833333333333334
mk2b,mend3,mexo1,h1_primary_proxy_top3_top4_a007,0.5696969696969697,0.6111111111111112,0.7083333333333334
mk2b,mend3,mexo1,h1_router_fb_cerebellum,0.5696969696969697,0.6111111111111112,0.7083333333333334
mk2b,mend3,mexo1,h1_router_fb_cortex_striatum,0.43333333333333335,0.4444444444444444,0.5833333333333334
mk2b,mend3,mexo2a,h1_fallback_proxy_top1_top1_a017,0.6,0.6666666666666666,0.8
mk2b,mend3,mexo2a,h1_primary_proxy_top3_top4_a007,0.19047619047619047,0.3333333333333333,0.4
mk2b,mend3,mexo2a,h1_router_fb_cerebellum,0.19047619047619047,0.3333333333333333,0.4
mk2b,mend3,mexo2a,h1_router_fb_cortex_striatum,0.6,0.6666666666666666,0.8
mk2b,mend3,mexo2b,h1_fallback_proxy_top1_top1_a017,0.5696969696969697,0.6111111111111112,0.7333333333333333
mk2b,mend3,mexo2b,h1_primary_proxy_top3_top4_a007,0.6,0.6666666666666666,0.8
mk2b,mend3,mexo2b,h1_router_fb_cerebellum,0.6,0.6666666666666666,0.8
mk2b,mend3,mexo2b,h1_router_fb_cortex_striatum,0.5696969696969697,0.6111111111111112,0.7333333333333333
mk2b,mend3,mexo3,h1_fallback_proxy_top1_top1_a017,0.29523809523809524,0.3888888888888889,0.4666666666666667
mk2b,mend3,mexo3,h1_primary_proxy_top3_top4_a007,0.6,0.6666666666666666,0.8
mk2b,mend3,mexo3,h1_router_fb_cerebellum,0.29523809523809524,0.3888888888888889,0.4666666666666667
mk2b,mend3,mexo3,h1_router_fb_cortex_striatum,0.6,0.6666666666666666,0.8
mk3,mend1,mexo1,h1_fallback_proxy_top1_top1_a017,0.3154492566257272,0.3222222222222222,0.3181818181818182
mk3,mend1,mexo1,h1_primary_proxy_top3_top4_a007,0.5714285714285715,0.5888888888888889,0.5909090909090909
mk3,mend1,mexo1,h1_router_fb_cerebellum,0.44719251336898397,0.48888888888888893,0.45454545454545453
mk3,mend1,mexo1,h1_router_fb_cortex_striatum,0.42377622377622376,0.4222222222222222,0.45454545454545453
mk3,mend1,mexo2a,h1_fallback_proxy_top1_top1_a017,0.52684246112238,0.5444444444444444,0.6071428571428571
mk3,mend1,mexo2a,h1_primary_proxy_top3_top4_a007,0.27314814814814814,0.3111111111111111,0.2857142857142857
mk3,mend1,mexo2a,h1_router_fb_cerebellum,0.20229885057471264,0.2111111111111111,0.17857142857142858
mk3,mend1,mexo2a,h1_router_fb_cortex_striatum,0.6444444444444444,0.6444444444444445,0.7142857142857143
mk3,mend1,mexo2b,h1_fallback_proxy_top1_top1_a017,0.4756717501815541,0.48888888888888893,0.5357142857142857
mk3,mend1,mexo2b,h1_primary_proxy_top3_top4_a007,0.6444444444444444,0.6444444444444445,0.7142857142857143
mk3,mend1,mexo2b,h1_router_fb_cerebellum,0.52684246112238,0.5444444444444444,0.6071428571428571
mk3,mend1,mexo2b,h1_router_fb_cortex_striatum,0.5878787878787879,0.5888888888888889,0.6428571428571429
mk3,mend1,mexo3,h1_fallback_proxy_top1_top1_a017,0.27758284600389865,0.26666666666666666,0.25
mk3,mend1,mexo3,h1_primary_proxy_top3_top4_a007,0.6444444444444444,0.6444444444444445,0.7142857142857143
mk3,mend1,mexo3,h1_router_fb_cerebellum,0.27758284600389865,0.26666666666666666,0.25
mk3,mend1,mexo3,h1_router_fb_cortex_striatum,0.6444444444444444,0.6444444444444445,0.7142857142857143
mk3,mend2a,mexo1,h1_fallback_proxy_top1_top1_a017,0.5230769230769231,0.5444444444444444,0.6071428571428571
mk3,mend2a,mexo1,h1_primary_proxy_top3_top4_a007,0.7957875457875457,0.8111111111111112,0.8214285714285714
mk3,mend2a,mexo1,h1_router_fb_cerebellum,0.6584757834757835,0.7111111111111111,0.7142857142857143
mk3,mend2a,mexo1,h1_router_fb_cortex_striatum,0.6470741901776385,0.6444444444444445,0.7142857142857143
mk3,mend2a,mexo2a,h1_fallback_proxy_top1_top1_a017,0.7374005305039787,0.7666666666666666,0.7941176470588235
mk3,mend2a,mexo2a,h1_primary_proxy_top3_top4_a007,0.46285714285714286,0.5333333333333333,0.5294117647058824
mk3,mend2a,mexo2a,h1_router_fb_cerebellum,0.3876923076923077,0.43333333333333335,0.4411764705882353
mk3,mend2a,mexo2a,h1_router_fb_cortex_striatum,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend2a,mexo2b,h1_fallback_proxy_top1_top1_a017,0.6864740198073531,0.7111111111111111,0.7352941176470589
mk3,mend2a,mexo2b,h1_primary_proxy_top3_top4_a007,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend2a,mexo2b,h1_router_fb_cerebellum,0.7374005305039787,0.7666666666666666,0.7941176470588235
mk3,mend2a,mexo2b,h1_router_fb_cortex_striatum,0.812962962962963,0.8111111111111112,0.8235294117647058
mk3,mend2a,mexo3,h1_fallback_proxy_top1_top1_a017,0.46482426802792937,0.48888888888888893,0.5
mk3,mend2a,mexo3,h1_primary_proxy_top3_top4_a007,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend2a,mexo3,h1_router_fb_cerebellum,0.46482426802792937,0.48888888888888893,0.5
mk3,mend2a,mexo3,h1_router_fb_cortex_striatum,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend2b,mexo1,h1_fallback_proxy_top1_top1_a017,0.5230769230769231,0.5444444444444444,0.6071428571428571
mk3,mend2b,mexo1,h1_primary_proxy_top3_top4_a007,0.7957875457875457,0.8111111111111112,0.8214285714285714
mk3,mend2b,mexo1,h1_router_fb_cerebellum,0.6584757834757835,0.7111111111111111,0.7142857142857143
mk3,mend2b,mexo1,h1_router_fb_cortex_striatum,0.6470741901776385,0.6444444444444445,0.7142857142857143
mk3,mend2b,mexo2a,h1_fallback_proxy_top1_top1_a017,0.7374005305039787,0.7666666666666666,0.7941176470588235
mk3,mend2b,mexo2a,h1_primary_proxy_top3_top4_a007,0.46285714285714286,0.5333333333333333,0.5294117647058824
mk3,mend2b,mexo2a,h1_router_fb_cerebellum,0.3876923076923077,0.43333333333333335,0.4411764705882353
mk3,mend2b,mexo2a,h1_router_fb_cortex_striatum,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend2b,mexo2b,h1_fallback_proxy_top1_top1_a017,0.6864740198073531,0.7111111111111111,0.7352941176470589
mk3,mend2b,mexo2b,h1_primary_proxy_top3_top4_a007,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend2b,mexo2b,h1_router_fb_cerebellum,0.7374005305039787,0.7666666666666666,0.7941176470588235
mk3,mend2b,mexo2b,h1_router_fb_cortex_striatum,0.812962962962963,0.8111111111111112,0.8235294117647058
mk3,mend2b,mexo3,h1_fallback_proxy_top1_top1_a017,0.46482426802792937,0.48888888888888893,0.5
mk3,mend2b,mexo3,h1_primary_proxy_top3_top4_a007,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend2b,mexo3,h1_router_fb_cerebellum,0.46482426802792937,0.48888888888888893,0.5
mk3,mend2b,mexo3,h1_router_fb_cortex_striatum,0.8662962962962962,0.8666666666666667,0.8823529411764706
mk3,mend3,mexo1,h1_fallback_proxy_top1_top1_a017,0.2078272604588394,0.2111111111111111,0.22727272727272727
mk3,mend3,mexo1,h1_primary_proxy_top3_top4_a007,0.41991341991341996,0.4777777777777778,0.5
mk3,mend3,mexo1,h1_router_fb_cerebellum,0.31359649122807015,0.37777777777777777,0.36363636363636365
mk3,mend3,mexo1,h1_router_fb_cortex_striatum,0.30303030303030304,0.3111111111111111,0.36363636363636365
mk3,mend3,mexo2a,h1_fallback_proxy_top1_top1_a017,0.3811252268602541,0.43333333333333335,0.5357142857142857
mk3,mend3,mexo2a,h1_primary_proxy_top3_top4_a007,0.11764705882352942,0.19999999999999998,0.21428571428571427
mk3,mend3,mexo2a,h1_router_fb_cerebellum,0.06451612903225806,0.09999999999999999,0.10714285714285714
mk3,mend3,mexo2a,h1_router_fb_cortex_striatum,0.4781144781144781,0.5333333333333333,0.6428571428571429
mk3,mend3,mexo2b,h1_fallback_proxy_top1_top1_a017,0.35217673814165035,0.37777777777777777,0.4642857142857143
